filename,label,fold_id
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)35.jpg,4,0
../../data/train/LG-Nexus-5x/(LG5x)147.jpg,6,0
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)29.jpg,4,4
../../data/train/Motorola-Nexus-6/(MotoNex6)139.jpg,7,0
../../data/train/Sony-NEX-7/(Nex7)125.JPG,9,2
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)170.jpg,4,4
../../data/train/HTC-1-M7/(HTC-1-M7)109.jpg,0,2
../../data/train/HTC-1-M7/(HTC-1-M7)7.jpg,0,2
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)205.jpg,4,0
../../data/train/Sony-NEX-7/(Nex7)20.JPG,9,2
../../data/train/iPhone-6/(iP6)6.jpg,1,1
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)226.jpg,4,3
../../data/train/LG-Nexus-5x/(LG5x)210.jpg,6,2
../../data/train/LG-Nexus-5x/(LG5x)219.jpg,6,2
../../data/train/Sony-NEX-7/(Nex7)101.JPG,9,2
../../data/train/Motorola-X/(MotoX)22.jpg,3,3
../../data/train/Motorola-X/(MotoX)212.jpg,3,3
../../data/train/Motorola-X/(MotoX)23.jpg,3,0
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)13.jpg,8,4
../../data/train/Sony-NEX-7/(Nex7)209.JPG,9,2
../../data/train/Motorola-X/(MotoX)1.jpg,3,0
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)81.jpg,4,0
../../data/train/Sony-NEX-7/(Nex7)172.JPG,9,0
../../data/train/HTC-1-M7/(HTC-1-M7)21.jpg,0,2
../../data/train/Motorola-X/(MotoX)32.jpg,3,2
../../data/train/Motorola-Nexus-6/(MotoNex6)95.jpg,7,3
../../data/train/Sony-NEX-7/(Nex7)90.JPG,9,1
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)70.jpg,8,2
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)153.jpg,8,3
../../data/train/iPhone-6/(iP6)153.jpg,1,0
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)218.jpg,4,0
../../data/train/LG-Nexus-5x/(LG5x)51.jpg,6,2
../../data/train/Motorola-Nexus-6/(MotoNex6)97.jpg,7,3
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)264.jpg,8,2
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)169.jpg,4,2
../../data/train/iPhone-6/(iP6)216.jpg,1,3
../../data/train/iPhone-6/(iP6)204.jpg,1,3
../../data/train/LG-Nexus-5x/(LG5x)9.jpg,6,1
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)215.jpg,4,2
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)174.jpg,8,1
../../data/train/Motorola-Nexus-6/(MotoNex6)220.jpg,7,0
../../data/train/Sony-NEX-7/(Nex7)161.JPG,9,3
../../data/train/Motorola-Nexus-6/(MotoNex6)155.jpg,7,0
../../data/train/Motorola-Nexus-6/(MotoNex6)8.jpg,7,2
../../data/train/LG-Nexus-5x/(LG5x)193.jpg,6,0
../../data/train/iPhone-4s/(iP4s)167.jpg,5,2
../../data/train/iPhone-4s/(iP4s)125.jpg,5,4
../../data/train/iPhone-6/(iP6)9.jpg,1,0
../../data/train/LG-Nexus-5x/(LG5x)41.jpg,6,2
../../data/train/Sony-NEX-7/(Nex7)96.JPG,9,1
../../data/train/iPhone-4s/(iP4s)144.jpg,5,2
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)115.jpg,8,0
../../data/train/Motorola-X/(MotoX)268.jpg,3,1
../../data/train/Motorola-Nexus-6/(MotoNex6)229.jpg,7,1
../../data/train/Sony-NEX-7/(Nex7)177.JPG,9,3
../../data/train/Motorola-Nexus-6/(MotoNex6)223.jpg,7,3
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)225.jpg,8,3
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)61.jpg,4,2
../../data/train/HTC-1-M7/(HTC-1-M7)251.jpg,0,1
../../data/train/iPhone-6/(iP6)233.jpg,1,0
../../data/train/Motorola-Nexus-6/(MotoNex6)77.jpg,7,4
../../data/train/iPhone-4s/(iP4s)4.jpg,5,3
../../data/train/iPhone-4s/(iP4s)83.jpg,5,2
../../data/train/iPhone-6/(iP6)77.jpg,1,2
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)260.jpg,4,2
../../data/train/iPhone-6/(iP6)268.jpg,1,1
../../data/train/HTC-1-M7/(HTC-1-M7)181.jpg,0,0
../../data/train/iPhone-6/(iP6)232.jpg,1,3
../../data/train/LG-Nexus-5x/(LG5x)118.jpg,6,2
../../data/train/LG-Nexus-5x/(LG5x)64.jpg,6,0
../../data/train/LG-Nexus-5x/(LG5x)126.jpg,6,3
../../data/train/iPhone-4s/(iP4s)38.jpg,5,1
../../data/train/LG-Nexus-5x/(LG5x)186.jpg,6,2
../../data/train/HTC-1-M7/(HTC-1-M7)188.jpg,0,2
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)41.jpg,8,3
../../data/train/LG-Nexus-5x/(LG5x)258.jpg,6,2
../../data/train/Motorola-X/(MotoX)99.jpg,3,3
../../data/train/Motorola-Nexus-6/(MotoNex6)252.jpg,7,0
../../data/train/Sony-NEX-7/(Nex7)14.JPG,9,2
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)182.jpg,4,0
../../data/train/Motorola-Nexus-6/(MotoNex6)118.jpg,7,0
../../data/train/LG-Nexus-5x/(LG5x)156.jpg,6,4
../../data/train/Motorola-X/(MotoX)53.jpg,3,4
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)259.jpg,8,0
../../data/train/HTC-1-M7/(HTC-1-M7)24.jpg,0,2
../../data/train/Motorola-Nexus-6/(MotoNex6)74.jpg,7,3
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)8.jpg,8,0
../../data/train/HTC-1-M7/(HTC-1-M7)101.jpg,0,1
../../data/train/HTC-1-M7/(HTC-1-M7)99.jpg,0,3
../../data/train/iPhone-4s/(iP4s)54.jpg,5,0
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)208.jpg,4,2
../../data/train/Motorola-Nexus-6/(MotoNex6)112.jpg,7,0
../../data/train/iPhone-4s/(iP4s)143.jpg,5,3
../../data/train/HTC-1-M7/(HTC-1-M7)212.jpg,0,2
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)117.jpg,4,2
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)91.jpg,8,2
../../data/train/iPhone-4s/(iP4s)213.jpg,5,3
../../data/train/iPhone-4s/(iP4s)237.jpg,5,0
../../data/train/Sony-NEX-7/(Nex7)162.JPG,9,2
../../data/train/Motorola-Nexus-6/(MotoNex6)23.jpg,7,0
../../data/train/iPhone-6/(iP6)145.jpg,1,4
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)82.jpg,4,1
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)129.jpg,4,3
../../data/train/iPhone-4s/(iP4s)152.jpg,5,0
../../data/train/LG-Nexus-5x/(LG5x)165.jpg,6,1
../../data/train/LG-Nexus-5x/(LG5x)253.jpg,6,3
../../data/train/HTC-1-M7/(HTC-1-M7)119.jpg,0,2
../../data/train/iPhone-4s/(iP4s)5.jpg,5,2
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)95.jpg,4,2
../../data/train/Motorola-Nexus-6/(MotoNex6)18.jpg,7,4
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)187.jpg,8,1
../../data/train/Motorola-X/(MotoX)49.jpg,3,0
../../data/train/Motorola-Nexus-6/(MotoNex6)258.jpg,7,4
../../data/train/Motorola-Nexus-6/(MotoNex6)91.jpg,7,1
../../data/train/Sony-NEX-7/(Nex7)194.JPG,9,1
../../data/train/Sony-NEX-7/(Nex7)75.JPG,9,1
../../data/train/LG-Nexus-5x/(LG5x)227.jpg,6,3
../../data/train/LG-Nexus-5x/(LG5x)152.jpg,6,2
../../data/train/iPhone-6/(iP6)16.jpg,1,0
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)270.jpg,4,2
../../data/train/iPhone-6/(iP6)265.jpg,1,0
../../data/train/iPhone-4s/(iP4s)73.jpg,5,1
../../data/train/Motorola-Droid-Maxx/(MotoMax)257.jpg,2,2
../../data/train/iPhone-6/(iP6)108.jpg,1,3
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)32.jpg,4,1
../../data/train/Motorola-X/(MotoX)46.jpg,3,0
../../data/train/HTC-1-M7/(HTC-1-M7)79.jpg,0,1
../../data/train/LG-Nexus-5x/(LG5x)236.jpg,6,2
../../data/train/LG-Nexus-5x/(LG5x)136.jpg,6,3
../../data/train/Motorola-X/(MotoX)180.jpg,3,3
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)187.jpg,4,1
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)246.jpg,4,3
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)109.jpg,4,3
../../data/train/Motorola-X/(MotoX)123.jpg,3,0
../../data/train/iPhone-4s/(iP4s)153.jpg,5,3
../../data/train/LG-Nexus-5x/(LG5x)93.jpg,6,3
../../data/train/Motorola-X/(MotoX)243.jpg,3,0
../../data/train/LG-Nexus-5x/(LG5x)33.jpg,6,0
../../data/train/Sony-NEX-7/(Nex7)165.JPG,9,3
../../data/train/LG-Nexus-5x/(LG5x)179.jpg,6,0
../../data/train/iPhone-6/(iP6)64.jpg,1,0
../../data/train/Motorola-Droid-Maxx/(MotoMax)121.jpg,2,4
../../data/train/iPhone-4s/(iP4s)3.jpg,5,4
../../data/train/iPhone-6/(iP6)47.jpg,1,0
../../data/train/LG-Nexus-5x/(LG5x)67.jpg,6,3
../../data/train/LG-Nexus-5x/(LG5x)247.jpg,6,4
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)143.jpg,4,2
../../data/train/Sony-NEX-7/(Nex7)206.JPG,9,3
../../data/train/Motorola-Droid-Maxx/(MotoMax)168.jpg,2,2
../../data/train/Motorola-Nexus-6/(MotoNex6)149.jpg,7,3
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)80.jpg,8,3
../../data/train/HTC-1-M7/(HTC-1-M7)159.jpg,0,1
../../data/train/Motorola-Nexus-6/(MotoNex6)203.jpg,7,0
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)42.jpg,4,0
../../data/train/HTC-1-M7/(HTC-1-M7)138.jpg,0,3
../../data/train/Motorola-Nexus-6/(MotoNex6)179.jpg,7,0
../../data/train/Sony-NEX-7/(Nex7)205.JPG,9,2
../../data/train/Motorola-Droid-Maxx/(MotoMax)38.jpg,2,3
../../data/train/LG-Nexus-5x/(LG5x)48.jpg,6,3
../../data/train/Motorola-Droid-Maxx/(MotoMax)184.jpg,2,2
../../data/train/LG-Nexus-5x/(LG5x)135.jpg,6,4
../../data/train/iPhone-6/(iP6)133.jpg,1,4
../../data/train/Motorola-Nexus-6/(MotoNex6)144.jpg,7,2
../../data/train/HTC-1-M7/(HTC-1-M7)186.jpg,0,3
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)149.jpg,8,4
../../data/train/Motorola-X/(MotoX)4.jpg,3,4
../../data/train/Motorola-Droid-Maxx/(MotoMax)267.jpg,2,1
../../data/train/iPhone-4s/(iP4s)186.jpg,5,0
../../data/train/Motorola-X/(MotoX)42.jpg,3,4
../../data/train/iPhone-6/(iP6)169.jpg,1,4
../../data/train/iPhone-4s/(iP4s)104.jpg,5,0
../../data/train/Motorola-Droid-Maxx/(MotoMax)209.jpg,2,0
../../data/train/Sony-NEX-7/(Nex7)16.JPG,9,0
../../data/train/Motorola-Nexus-6/(MotoNex6)251.jpg,7,2
../../data/train/Motorola-Nexus-6/(MotoNex6)250.jpg,7,1
../../data/train/HTC-1-M7/(HTC-1-M7)244.jpg,0,2
../../data/train/iPhone-6/(iP6)236.jpg,1,1
../../data/train/LG-Nexus-5x/(LG5x)202.jpg,6,2
../../data/train/iPhone-4s/(iP4s)184.jpg,5,3
../../data/train/Motorola-X/(MotoX)160.jpg,3,1
../../data/train/Motorola-X/(MotoX)189.jpg,3,3
../../data/train/iPhone-4s/(iP4s)210.jpg,5,0
../../data/train/Sony-NEX-7/(Nex7)230.JPG,9,3
../../data/train/Motorola-X/(MotoX)154.jpg,3,0
../../data/train/LG-Nexus-5x/(LG5x)271.jpg,6,4
../../data/train/LG-Nexus-5x/(LG5x)146.jpg,6,3
../../data/train/iPhone-4s/(iP4s)136.jpg,5,0
../../data/train/Motorola-X/(MotoX)227.jpg,3,0
../../data/train/LG-Nexus-5x/(LG5x)65.jpg,6,4
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)27.jpg,8,0
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)135.jpg,8,0
../../data/train/iPhone-4s/(iP4s)155.jpg,5,4
../../data/train/iPhone-6/(iP6)24.jpg,1,3
../../data/train/iPhone-6/(iP6)159.jpg,1,0
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)275.jpg,8,3
../../data/train/HTC-1-M7/(HTC-1-M7)171.jpg,0,0
../../data/train/Motorola-Nexus-6/(MotoNex6)274.jpg,7,1
../../data/train/iPhone-6/(iP6)135.jpg,1,0
../../data/train/HTC-1-M7/(HTC-1-M7)177.jpg,0,3
../../data/train/Sony-NEX-7/(Nex7)212.JPG,9,3
../../data/train/LG-Nexus-5x/(LG5x)194.jpg,6,1
../../data/train/Motorola-X/(MotoX)90.jpg,3,2
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)194.jpg,4,3
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)38.jpg,4,3
../../data/train/Motorola-X/(MotoX)17.jpg,3,2
../../data/train/Motorola-Droid-Maxx/(MotoMax)173.jpg,2,3
../../data/train/Motorola-X/(MotoX)233.jpg,3,1
../../data/train/Motorola-Droid-Maxx/(MotoMax)236.jpg,2,3
../../data/train/iPhone-4s/(iP4s)188.jpg,5,4
../../data/train/HTC-1-M7/(HTC-1-M7)140.jpg,0,3
../../data/train/Motorola-Droid-Maxx/(MotoMax)239.jpg,2,0
../../data/train/HTC-1-M7/(HTC-1-M7)201.jpg,0,0
../../data/train/Sony-NEX-7/(Nex7)274.JPG,9,0
../../data/train/HTC-1-M7/(HTC-1-M7)45.jpg,0,0
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)257.jpg,4,0
../../data/train/iPhone-4s/(iP4s)52.jpg,5,1
../../data/train/iPhone-6/(iP6)94.jpg,1,2
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)267.jpg,8,0
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)71.jpg,4,0
../../data/train/Motorola-X/(MotoX)162.jpg,3,1
../../data/train/Motorola-Nexus-6/(MotoNex6)55.jpg,7,0
../../data/train/Motorola-Nexus-6/(MotoNex6)42.jpg,7,1
../../data/train/Motorola-X/(MotoX)209.jpg,3,0
../../data/train/Motorola-Nexus-6/(MotoNex6)84.jpg,7,2
../../data/train/iPhone-6/(iP6)213.jpg,1,2
../../data/train/Motorola-Droid-Maxx/(MotoMax)2.jpg,2,0
../../data/train/Motorola-Nexus-6/(MotoNex6)73.jpg,7,0
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)89.jpg,8,0
../../data/train/Motorola-Nexus-6/(MotoNex6)204.jpg,7,3
../../data/train/Motorola-X/(MotoX)84.jpg,3,1
../../data/train/Sony-NEX-7/(Nex7)262.JPG,9,0
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)54.jpg,4,3
../../data/train/iPhone-6/(iP6)220.jpg,1,1
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)148.jpg,4,4
../../data/train/iPhone-6/(iP6)73.jpg,1,1
../../data/train/iPhone-6/(iP6)224.jpg,1,0
../../data/train/iPhone-4s/(iP4s)192.jpg,5,3
../../data/train/LG-Nexus-5x/(LG5x)90.jpg,6,1
../../data/train/Motorola-Droid-Maxx/(MotoMax)60.jpg,2,2
../../data/train/Motorola-Droid-Maxx/(MotoMax)270.jpg,2,1
../../data/train/HTC-1-M7/(HTC-1-M7)42.jpg,0,3
../../data/train/Motorola-X/(MotoX)220.jpg,3,2
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)177.jpg,8,4
../../data/train/HTC-1-M7/(HTC-1-M7)66.jpg,0,4
../../data/train/HTC-1-M7/(HTC-1-M7)265.jpg,0,3
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)173.jpg,8,4
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)108.jpg,4,3
../../data/train/iPhone-6/(iP6)251.jpg,1,1
../../data/train/Motorola-X/(MotoX)29.jpg,3,0
../../data/train/HTC-1-M7/(HTC-1-M7)209.jpg,0,4
../../data/train/Motorola-Droid-Maxx/(MotoMax)186.jpg,2,3
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)136.jpg,8,2
../../data/train/HTC-1-M7/(HTC-1-M7)215.jpg,0,2
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)30.jpg,4,4
../../data/train/HTC-1-M7/(HTC-1-M7)176.jpg,0,3
../../data/train/LG-Nexus-5x/(LG5x)112.jpg,6,4
../../data/train/LG-Nexus-5x/(LG5x)215.jpg,6,4
../../data/train/HTC-1-M7/(HTC-1-M7)133.jpg,0,3
../../data/train/HTC-1-M7/(HTC-1-M7)272.jpg,0,4
../../data/train/iPhone-6/(iP6)166.jpg,1,2
../../data/train/Sony-NEX-7/(Nex7)2.JPG,9,3
../../data/train/HTC-1-M7/(HTC-1-M7)60.jpg,0,1
../../data/train/Motorola-Nexus-6/(MotoNex6)168.jpg,7,1
../../data/train/LG-Nexus-5x/(LG5x)82.jpg,6,3
../../data/train/iPhone-6/(iP6)3.jpg,1,0
../../data/train/Motorola-X/(MotoX)201.jpg,3,3
../../data/train/iPhone-6/(iP6)195.jpg,1,3
../../data/train/HTC-1-M7/(HTC-1-M7)93.jpg,0,2
../../data/train/iPhone-4s/(iP4s)229.jpg,5,0
../../data/train/iPhone-6/(iP6)88.jpg,1,1
../../data/train/HTC-1-M7/(HTC-1-M7)58.jpg,0,4
../../data/train/Sony-NEX-7/(Nex7)196.JPG,9,4
../../data/train/Motorola-Droid-Maxx/(MotoMax)10.jpg,2,4
../../data/train/iPhone-4s/(iP4s)134.jpg,5,0
../../data/train/iPhone-6/(iP6)143.jpg,1,2
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)217.jpg,4,2
../../data/train/iPhone-6/(iP6)196.jpg,1,4
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)114.jpg,8,3
../../data/train/Motorola-X/(MotoX)242.jpg,3,1
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)268.jpg,8,0
../../data/train/Sony-NEX-7/(Nex7)204.JPG,9,3
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)263.jpg,8,0
../../data/train/Motorola-X/(MotoX)21.jpg,3,2
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)16.jpg,4,4
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)76.jpg,8,2
../../data/train/HTC-1-M7/(HTC-1-M7)271.jpg,0,4
../../data/train/Motorola-X/(MotoX)156.jpg,3,4
../../data/train/HTC-1-M7/(HTC-1-M7)115.jpg,0,4
../../data/train/Motorola-Droid-Maxx/(MotoMax)86.jpg,2,0
../../data/train/Motorola-X/(MotoX)224.jpg,3,1
../../data/train/LG-Nexus-5x/(LG5x)182.jpg,6,1
../../data/train/Samsung-Galaxy-Note3/(GalaxyN3)196.jpg,8,2
../../data/train/LG-Nexus-5x/(LG5x)143.jpg,6,2
../../data/train/iPhone-6/(iP6)254.jpg,1,1
../../data/train/Sony-NEX-7/(Nex7)260.JPG,9,4
../../data/train/Sony-NEX-7/(Nex7)242.JPG,9,2
../../data/train/Samsung-Galaxy-S4/(GalaxyS4)21.jpg,4,3
../../data/train/Motorola-X/(MotoX)110.jpg,3,3
